,n,eta,s0,R,d
0,0.5115968447627893,0.5011266270484294,0.5571699013249327,0.5118650746013611,0.5150119829952063
1,0.5445225163631942,0.49085014293800106,0.5171983012206993,0.5126407294941702,0.5110834640111691
2,0.284839548143826,0.6592414932481873,0.7552570230116157,0.5666691361846525,0.44513434751389636
3,0.5194181302670536,0.5063663698843222,0.4499989681132499,0.5133491807743732,0.5880055989885998
4,0.5068377513487049,0.504495376499904,0.5404348747560189,0.51075477373296,0.5352437732241508
5,0.47182463370393124,0.5150197622030168,0.6074743263491895,0.509554335376002,0.5220937189520953
6,0.20417160799134337,0.6407609882259062,1.000000000000002,0.3887858728790242,1.0000000000000018
7,0.5096088796705389,0.5006950671116445,0.5995416036515464,0.5174978602545159,0.47051036537926705
8,0.44129880704511315,0.46894693433867474,1.0000000000000022,0.45414194585525175,0.4218043308750776
9,0.6694143383519997,0.4703756458051602,0.2661355911631056,0.5081123371512438,0.5918974480095731
