,n,eta,s0,R,d
0,0.6242952322968984,0.4889587994785495,0.48668418655134854,0.5756882479750866,0.24505215920292547
1,0.3260218617269529,0.5871172813015664,1.0000000000000022,0.5382671785781339,0.24661122517298384
2,0.46921658708058966,0.534615693233777,0.5498924846947335,0.5203968780271114,0.4255141671285243
3,0.4255646015268308,0.5498000408214129,0.530558893361687,1.000000000000001,-7.187235542640517e-13
4,0.39444477325340116,0.5839068596367755,0.5679576460559917,0.5414204536771869,0.43026536314878344
5,0.49153103390764263,0.5437744793855991,0.5296224676000464,0.5830590796873445,0.2948049009899289
6,0.6089676936566559,0.49608713436166446,0.28238928306965383,0.5073147584809062,0.5160086759370321
7,0.7744524720103039,0.4514107386980397,0.28898748077358155,0.505414013794264,0.37424682223734124
8,0.6671248657655645,0.48648028849234276,0.18589592297875318,0.5058564132233735,0.5341799995431473
9,0.3566920371846614,0.5987262540356715,0.6223392083755136,0.5131940436512978,0.49527709571884637
