,n,eta,s0,R,d
0,0.494436442959071,0.5194142852527782,0.6217857210174392,0.540678532850601,0.32185348246524764
1,0.5070649757756525,0.5191206636530488,0.46973729294629896,0.5073039937755903,0.47856971857979563
2,0.7541019854911041,0.4735728419080442,0.14036851211296558,0.5166188257703931,0.4540201817378629
3,0.5008318825322902,0.5210295498925855,0.4804969738399727,0.5072760998514684,0.47684870289164555
4,0.5361310278216216,0.5110754024536568,0.4189795174636734,0.5075493449652538,0.48663736073607283
5,0.35302008054034834,0.58217801991485,0.37036782489359993,0.4620451756748495,1.0000000000000007
6,0.6443810429193225,0.4877508324836944,0.2820910938878556,0.5149443644702351,0.4619625909838522
7,0.6497298974572222,0.4852409177715476,0.4131215256774612,0.5670512125291036,0.27881741452983577
8,0.5740235973118383,0.531742223193813,-1.0698138631055973e-15,0.5295686176873484,0.7301834589819366
9,0.6584613249050656,0.4853837132849091,0.23075458124775844,0.5049286915638038,0.5112042927874322
