,n,eta,s0,R,d
0,0.5624208004847042,0.4786257763907728,0.4264551484929845,0.49762952429929247,0.6232122228958241
1,0.5205583830577044,0.4998912671498006,0.5211506721020439,0.5108939215543526,0.5363593367654427
2,0.48796415249296365,0.49302488443114434,0.7050236108081788,0.49444027783000927,0.4762316913985168
3,0.4583040843191736,0.5454651454974627,0.3831888682971142,0.5366304136897343,0.6426210867227159
4,0.5582740689702473,0.4785498328673171,0.5629915699252349,0.5058747931722175,0.4843088555209661
5,0.2544798131322022,0.6382475135444535,1.0000000000000013,0.475498141762552,0.5228696843382474
6,0.7694079623301547,0.46010236951842787,0.1527640630707337,0.5148730513018664,0.5550831782781205
7,0.7845926415215101,0.4228741145443252,0.4456750656044866,0.4705281354317729,0.44964528918228086
8,0.5962924837379212,0.4822571310645565,0.40797207979226724,0.5140783981643962,0.5374415748398522
9,1.0000000000000004,0.4144790655388503,0.19419379054155414,0.505684486342781,0.3718781008613818
