,n_mu,n_std,eta_mu,eta_std,s0_mu,s0_std,R_mu,R_std,d_mu,d_std
0,0.35708409455431717,0.49502491687484274,0.01911616823339796,0.49502491688034833,0.32130223479971914,0.4950249168748574,0.880556329405769,0.49502491687518135,0.8926412094685484,0.4950249168752457
1,0.3670673119726464,0.49009797239771474,0.029115702750104167,0.49015245234780436,0.3312906515742072,0.49009763187321265,0.870557510698711,0.49009506484233467,0.8826421897504885,0.4900947110584748
2,0.3770206815164608,0.485218058290948,0.03911437495771283,0.4853442014325884,0.3412587661758415,0.485216830119882,0.8605612661414573,0.48520726109877843,0.8726451183814626,0.48520619800467585
3,0.3869289353856302,0.4803842375773949,0.049111668261221875,0.4805767932346481,0.3511966028251735,0.4803813720865089,0.8505690964115409,0.48035872655911327,0.8626511058419057,0.48035654763855223
4,0.3967734648874973,0.4755956886893266,0.05910681166528006,0.4758367513187414,0.3610922216594882,0.4755902274552949,0.8405825851165539,0.47554704860144453,0.852661254546987,0.4755433519044463
5,0.4065313725908243,0.4708516783004036,0.06909871235768392,0.4711156733841022,0.3709311928609674,0.4708424441607913,0.8306033226367353,0.4707701792234918,0.8426765885001519,0.47076460848840956
6,0.4161752052756704,0.4661515688761065,0.0790860254683192,0.46640746529801946,0.3806965780064446,0.4661371623231107,0.8206329494531157,0.4660263526258901,0.8326981454582585,0.4660185805263719
7,0.4256727568545616,0.4614948249074517,0.08906722616670232,0.46170745966974674,0.3903689543499284,0.46147362681639553,0.8106732474521164,0.4613139900853986,0.8227270783555805,0.4613036782899543
8,0.43498680892327435,0.45688101201336195,0.09904065531589513,0.4570121356836335,0.3999263700459366,0.45685119086001746,0.8007262268160281,0.45663162909437716,0.8127647259709243,0.4566183940667822
9,0.44407472741152987,0.4523097925345947,0.10900452639163018,0.4523189716104564,0.40934414806171376,0.45226931374611407,0.7907941718229898,0.451977892813238,0.8028126130666593,0.45196130185592326
10,0.4528883571545654,0.44778092357217386,0.11895695092583905,0.44762627304579805,0.4185948103747369,0.4477275629238467,0.7808796697930414,0.44735148196077695,0.7928725113869584,0.44733103034526234
11,0.46137422709982506,0.443294254612469,0.12889596550784246,0.44293304357726665,0.4276480781064162,0.4432256167316346,0.770985644825141,0.4427511754547169,0.7829464861006317,0.44272625620417577
12,0.4694742759844268,0.43884972103210185,0.13881956815529184,0.43823888716815834,0.4364710323041292,0.43876326473460414,0.7611154149537551,0.4381758309149629,0.7730369630029976,0.4381457001545164
13,0.47712709705455125,0.43444733321024415,0.1487257470386623,0.4335439326420892,0.44502837536630435,0.4343404043172711,0.7512727592398206,0.4336243886990797,0.7631467908932814,0.43358813519276057
