,n_mu,n_std,eta_mu,eta_std,s0_mu,s0_std,R_mu,R_std,d_mu,d_std,C1_mu,C1_std,C2_mu,C2_std,C3_mu,C3_std,g1_mu,g1_std,g2_mu,g2_std,g3_mu,g3_std
0,0.6986679518083898,0.4950249168747335,0.2240842117399111,0.49502491687476724,0.6677197792190542,0.4950249168747253,0.2454018600983097,0.49502491687475536,0.257662645440192,0.49502491687474953,0.5164735513066193,0.49502491687470784,0.8958397756307708,0.4950249168749441,0.6363919239512054,0.495024916874719,0.8914577994038938,0.4950249168749299,0.16515977012454958,0.4950249168748189,0.741037815209339,0.495024916874749
1,0.6886727746634654,0.4900980612626191,0.23407724566769625,0.4900959949127164,0.6577267538764587,0.4900982432954815,0.2553936495115048,0.49009631112887264,0.2676533609146498,0.4900964385377219,0.5066932405347895,0.4900992151047946,0.8858397192363201,0.4900955968970372,0.6264026151330672,0.4900984058915496,0.881459796256696,0.49009395768444497,0.1751572864237915,0.4900958337747495,0.731042086972314,0.4900974680833055
2,0.6786866341954042,0.48521817959671476,0.2440582561651694,0.485210975945774,0.6477463329913542,0.48521889363040965,0.2653710604243459,0.48521207998837956,0.2776281639496049,0.4852126018234139,0.4973996438770796,0.4852225015755608,0.8758391360345317,0.48521008986233016,0.6164308998845957,0.48521960972101047,0.8714650906041529,0.485203825390559,0.1851502317775457,0.4852102498854903,0.7210537720533347,0.48521618334702715
3,0.6687138338809051,0.4803841605860482,0.2540211556246536,0.48036774190924164,0.63778434103512,0.48038590716211343,0.27532685828734443,0.480370294865702,0.28757910248564633,0.4803715856734601,0.4889917097234417,0.4803944672261091,0.8658376261093519,0.4803666230351492,0.6064842449165048,0.48038778714484154,0.8614752124518537,0.48035157927561556,0.1951362916339892,0.4803659431200312,0.7110763675258087,0.48037973124366146
4,0.6587593124317322,0.4755949409097401,0.2639593304624881,0.47556443184984043,0.6278474552345166,0.4755983715632703,0.28525317981206716,0.4755692757419323,0.29749743691906194,0.47557179798411453,0.4819822155635325,0.4756148543097966,0.8558350725973201,0.47556329941171094,0.5965718241157546,0.47560224155689573,0.851492096847825,0.4755344877691283,0.205113157578591,0.4755610496660657,0.7011142603403857,0.47558680119943436
5,0.6488290594855098,0.47084945582872706,0.27386578352787894,0.47079944760134607,0.617943856560167,0.47085537472063294,0.2951417716767872,0.47080760625198365,0.307373904304108,0.4708118937525765,0.47683629767010327,0.4708834268424819,0.8458318216150068,0.4707979117527457,0.5867054710814924,0.47086228951795234,0.8415180848541395,0.47075003320090714,0.2150785842217018,0.47079404572983646,0.6911730985149993,0.47083606577665915
6,0.6389305758036411,0.46614661283096737,0.2837333515159804,0.4660714697199548,0.6080838764703561,0.4661559856756024,0.3049842259598073,0.46608413954683325,0.31719898878173924,0.4660907835851593,0.47374074118373194,0.46619994193092096,0.8358287971556851,0.466067909561354,0.576900416263464,0.466167262012622,0.8315558972425715,0.4659959383574245,0.22503038221175117,0.4660636997827185,0.6812600544881915,0.46612618909212356
7,0.6290732661697075,0.46148529552616324,0.2935549098196483,0.46137946243699984,0.5982805052673225,0.4614992650567566,0.3147721926263077,0.4613979959153302,0.3269631636793553,0.4614076322272978,0.4725419675483131,0.4615641309179071,0.8258275143252428,0.46137051992561645,0.5671757239358148,0.46151652936425447,0.8216085542143879,0.46127022431724646,0.2349662606777255,0.46136897662915605,0.6713839091332032,0.4614558806190857
8,0.6192687369648245,0.4568643893148249,0.303323474891228,0.45672265421788133,0.5885498208501325,0.45688428947284876,0.3244975018947335,0.4567485426277827,0.3366570355722946,0.45676183946557253,0.47288459005719746,0.45697569685877204,0.815830070771902,0.4567028832001738,0.557554693983482,0.4569095258554288,0.811679261893433,0.4565712688358938,0.24488361606351242,0.4567089427617534,0.6615550631815029,0.45682395385206565
9,0.6095309191361507,0.4522828237917615,0.31303214236562815,0.4521004923660827,0.5789112533769889,0.45231018537034934,0.334152116151498,0.45213534975098923,0.3462713036497319,0.452152998573715,0.47435705269392253,0.45243432158342134,0.8058391220666841,0.45206217659274045,0.5480653175213839,0.4523457649182769,0.8017713489549482,0.4518978130847462,0.25477939150938306,0.4520827177268079,0.6517855107949657,0.45222937277980724
10,0.5998760148067019,0.44773962107163945,0.3226738790002478,0.447512585141889,0.5693876319177354,0.4477761671320934,0.3437279108371547,0.4475581337675093,0.3557965270278342,0.44758084340524823,0.47655362240387533,0.4479396771593652,0.7958578127311489,0.4474457494344619,0.538740570469525,0.4478248552968304,0.7918882661568283,0.44724892690815937,0.26465002199211307,0.44748946870959205,0.6420887627649231,0.4476712872226863
