,n_mu,n_std,eta_mu,eta_std,s0_mu,s0_std,R_mu,R_std,d_mu,d_std
0,0.505710561486452,0.07306129052630553,0.5040312338625536,0.07276174000575956,0.5055391819928909,0.07552096848894241,0.5152407949296588,0.12575238743495767,0.5295852066251423,0.13620038211223787
