,n,eta,s0,R,d
0,0.30986773001514006,0.6122227936214152,0.7579797487913276,0.4658739191233624,0.5664989516269849
1,0.8270975233424244,0.4850299537013708,-8.964101725596271e-16,0.543554261427801,0.4064944843584913
2,0.45869981315158037,0.5504405714872191,0.40148414007895666,0.5142441771763648,0.5603783833645434
3,0.48231794859432553,0.5266813582723324,0.5247326655127728,0.5091408047964452,0.45805612957532293
4,0.0965591441039028,1.0000000000000013,0.849063361144808,0.5202136842279119,0.5321604937748905
5,0.5472356068569412,0.491091028251033,0.5632034679775941,0.5178361790848957,0.36530033096477205
6,0.30849721918266315,0.6078758256131132,0.8317095009781397,0.46229457059289275,0.5140624613200274
7,0.45707302406184447,0.5436078167175056,0.43810355546163304,0.5028978122078757,0.5674164220642035
8,0.4249636500262543,0.5466761496442984,0.23601831131417098,0.4727116785950874,1.0000000000000007
9,0.6139335512362993,0.5155566400647096,0.3832433264642708,0.6126899212089375,0.23821337842999835
