,n_mu,n_std,eta_mu,eta_std,s0_mu,s0_std,R_mu,R_std,d_mu,d_std,C1_mu,C1_std,C2_mu,C2_std,C3_mu,C3_std,g1_mu,g1_std,g2_mu,g2_std,g3_mu,g3_std
0,0.49747333188829107,0.03219656352511712,0.4948300791927955,0.04792623658241073,0.4988193793548126,0.04173092317880215,0.5044318207192291,0.043394007985232526,0.5050511317354476,0.07239649325541818,0.49700874509295995,0.0659173012584308,0.49744799388593036,0.06778134065938644,0.4990943459490418,0.08287623240377893,0.5018334387323748,0.10966343027115776,0.49193505665516674,0.10795362642021228,0.48542805229710667,0.2028444836199376
1,0.4975422317436484,0.05906097803133194,0.4948300349612297,0.04792423114114445,0.49881942423405046,0.04212450542043749,0.5044314567592044,0.043386122615045195,0.5050499522737336,0.054166262650626455,0.49700892785352996,0.06571116592958766,0.4974497001599887,0.06749302161034172,0.49909909408896147,0.08263826631952408,0.5018885023281174,0.10105103242981567,0.49192265537375907,0.108269644126269,0.4852287360356696,0.20072303272848344
2,0.4975407193789775,0.08932679184543459,0.49483200674754446,0.0734953063834712,0.49881945379315684,0.04204553570833143,0.5044362048793504,0.05614454444141335,0.5050494107950612,0.04250536416346781,0.49703401442020145,0.09523637171091809,0.4974408474667768,0.06787116403973113,0.499091221517471,0.08288744028789366,0.5018536832251027,0.1023880427962376,0.4919473268859695,0.1080785543938523,0.48576572363111253,0.20288719609992556
3,0.4975412122370513,0.05677684324661619,0.49483074055714577,0.052205163569837905,0.4988194124618555,0.037067865357371235,0.5044513698456862,0.09202200215150906,0.5050511512004598,0.0540156274425498,0.49701006773861056,0.0654512824331716,0.4974505680907794,0.0676771433597588,0.4990847895707194,0.08286432781802824,0.5018658501704631,0.1014292106625107,0.49195067004562054,0.10809357396538094,0.48560445281137665,0.2031003634302723
4,0.4975425849071766,0.04007712421745349,0.4948302534229015,0.04792952566533534,0.49881759908461065,0.059722477146723844,0.5044324870085817,0.04342879993400525,0.5050495407345785,0.043631996078467815,0.4970098871115062,0.06539739165937057,0.497467928326566,0.08578385520104949,0.49908650762325685,0.08286868486752719,0.5019041639908014,0.10115037251477073,0.49189717959917034,0.11227114692942675,0.4857018264774313,0.20288841218270395
5,0.49754287517423984,0.03223578537804689,0.4948373526410933,0.0894501285149979,0.4988193911243907,0.03706189008045647,0.5044317892600393,0.043392726809898065,0.5050502264192832,0.04570828994881707,0.49700915410266083,0.06553819752441502,0.4974473574219467,0.06786031184142634,0.49910634819817695,0.08498891418998632,0.5018996158841047,0.10113072990528835,0.49194459280779185,0.1080496643994725,0.4857055620821574,0.20288468640559354
6,0.4977379810918547,0.032196763214407405,0.4948306923992179,0.04792710603056881,0.49881902381034615,0.037087420836048185,0.5044332937425063,0.044075055232392975,0.5050495732309402,0.04247434134389053,0.4970059176308497,0.06595133047251886,0.49747757302643886,0.10014256760872015,0.4990901070828777,0.08288491111874398,0.5018426294179161,0.10647831939408985,0.49191730910664117,0.1084902920533487,0.4857420929276499,0.20285176973501126
7,0.4975580779373599,0.032194546828991644,0.4948360391433574,0.08752281428314285,0.4988194146518581,0.03706370516380259,0.5044532049427978,0.08821826414262887,0.5050495451957083,0.0428985836309617,0.4970267288653622,0.0882370444583804,0.497455687008483,0.07193415693932546,0.4991143476827884,0.09002828806284584,0.5018763815828623,0.10125003651499469,0.49193684223655004,0.10791792829817451,0.4854741891182615,0.20327851798565996
8,0.4975362126339767,0.032194906361332716,0.49493138004933407,0.04792559309067759,0.4988191890619888,0.037063278846443254,0.5044326512573476,0.04336736746254417,0.5050493791200206,0.04247438155709339,0.49701167077786984,0.06598689215191231,0.49744422731453125,0.067925361253105,0.4990905093802516,0.08289074010519207,0.501851473238161,0.10333665670767846,0.4919377404801621,0.10793639193199177,0.48542046782964404,0.20273793970476817
9,0.4975429582282959,0.032126357053182626,0.49483009760152163,0.04792463974778758,0.49802619951541083,0.037068934663853206,0.5044314079489829,0.043373471570940195,0.5050503609265221,0.045475747008643215,0.49702724013358773,0.08891002254118043,0.49744404624731964,0.06792229847875537,0.4991076129318485,0.08542242712716412,0.5018163984266953,0.11541443540868417,0.4919088185551799,0.1088263308958728,0.4854296042319232,0.2028650116960777
