,n,eta,s0,R,d
0,0.42909764375738535,0.5324172515578305,0.6745551684115629,0.5086441968592511,0.5151705971899232
1,0.5060943987596621,0.5047256448265788,0.5417346554203659,0.5107377463950398,0.5350188990403049
2,0.5070523394347201,0.5044310940153908,0.5400731965696101,0.5107593775505267,0.5352951228454502
3,0.6372832582982034,0.46391292566504005,0.4144516209123895,0.500137356147513,0.5335289104496301
4,1.0000000000000024,0.3980735640621118,0.23662584922731825,0.4666932694487908,0.4453370438478754
5,0.3109325023030321,0.6093052677447925,0.4381667363250263,0.49813536111629847,1.000000000000002
6,0.4020640839162838,0.5594078596499302,0.5943836300789024,0.5217316527253383,0.5692753575271088
7,1.0000000000000018,0.43342171890183806,0.008593786532828093,0.4995498016121517,0.49394429546359003
8,0.5032814429964295,0.5056016312451072,0.5459600086360126,0.51069797547978,0.5347123903180729
9,0.35035160425873507,0.5741316057066689,0.7931217173576297,0.5054859013575632,0.5103138522075515
