,n,eta,s0,R,d
0,0.31361341720095426,0.6150406303773305,0.6184498163933989,0.5170162190371062,0.6380221655807805
1,0.4769372961616861,0.5055102152377655,0.5811636801918255,1.0000000000000004,-4.935201987134431e-15
2,0.6617219317531937,0.49126347572981316,0.3794976398446095,0.5362280417452658,0.3876098351693022
3,0.4691809314857081,0.5070738833077083,0.596437384455859,0.5099633329884807,0.5147328443255441
4,0.1873088665531763,0.6544195909657656,1.0000000000000013,0.3864392014855415,1.0000000000000016
5,0.4004191299101268,0.5610917762356654,0.45876760195328736,0.5238362741634215,0.6620254684733105
6,0.6292995310523051,0.46838336796147717,0.32185943723696,0.5133849926279982,0.5572601918255701
7,0.4848215824743628,0.5020619639649365,0.562021912380496,0.509762746115382,0.5264500395784704
8,0.31028318999258403,0.5986012684752472,0.42168366935604584,0.49662255020417306,1.000000000000001
9,0.8826163893745096,0.4475257318612585,0.46019970829684564,0.7529341080532654,-3.893724339312659e-16
