,n,eta,s0,R,d
0,0.621691813867379,0.47450756621625895,0.4304205854695538,0.5196830217202769,0.4806043655077524
1,0.5013627797083002,0.5062768744631252,0.5485186171142477,0.5106868314265712,0.5346546723088835
2,0.48570920344044677,0.5112305356015449,0.5755484134214028,0.5102366610965987,0.5306830585243334
3,0.5421503048580536,0.4846392693565625,0.49434424948448885,0.5063840551655653,0.5593782917021097
4,1.0000000000000004,0.4367836665093468,-3.711266792932356e-10,0.5046015963274476,0.4839131415440157
5,0.7510029313588148,0.4594669631836962,0.6650165394762269,0.7496591473678333,-1.4921825095147502e-15
6,0.4875397148248148,0.5106880312403165,0.5745126575604221,0.5106503873182727,0.5283273476257702
7,0.549858014886664,0.4934695546797274,0.4598793312900571,0.5114175219376853,0.5525029693586688
8,0.6204401746111807,0.4846047528460928,0.25294000873688666,0.5078334284329927,0.6597891944372933
9,0.4970758503582575,0.5064538173024902,0.5753317210545554,0.5118324218289851,0.5151272119982199
